chr,ped.donor,suffix,Line,pos_leftflank,pos_start,pos_end,pos_rightflank,marker_left_flank,marker_start,marker_end,marker_right_flank,chrom.size,intro_start,intro_end,intro.size,intro.prop.chr,B73,CML103,CML228,CML247,CML277,CML322,CML333,CML52,CML69,KI3,Ki11,M162W,Mo17,Mo18W,NC350,NC358,Oh43,Tx303,Tzi8,N.SNPs,N.homoz,perc.homoz,best.matches,ped.match,intro.size.Mbp,nNIL_good,intro_good
1,CML333,B73 NIL-1136,CML333/B73 NIL-1136,279882948,279883321,279918767,279918770,S1_279882948,S1_279883321,S1_279918767,S1_279918770,307041717,279883134.5,279918768.5,35634,0.000116055890867755,1,1,1,0.5,1,1,0.5,1,0.5,1,1,1,0,1,1,1,1,1,1,2,2,1,B73,FALSE,0.035634,TRUE,FALSE
1,CML103,B73 NIL-1005,CML103/B73 NIL-1005,0,0,1072782,1072820,S1_53013,S1_53013,S1_1072782,S1_1072820,307041717,0,1072801,1072801,0.00349399101360549,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,2,1,B73,FALSE,1.072801,TRUE,FALSE
1,CML103,B73 NIL-1005,CML103/B73 NIL-1005,64042748,64208905,263063887,263063908,S1_64042748,S1_64208905,S1_263063887,S1_263063908,307041717,64125826.5,263063897.5,198938071,0.647918702851704,0.648940769563338,0.93205574912892,0.657777777777778,0.637372392365735,0.643236074270557,0.657587548638132,0.642258491398324,0.626052281789987,0.663251670378619,0.638400702987698,0.669920141969831,0.649667405764967,0.598328200615926,0.671376481312671,0.642410714285714,0.652565256525653,0.619298245614035,0.654553415061296,0.629306162057254,2666,2339,0.877344336084021,CML103,TRUE,198.938071,TRUE,TRUE
1,CML322,B73 NIL-1242,CML322/B73 NIL-1242,4885022,4889912,9578395,9578399,S1_4885022,S1_4889912,S1_9578395,S1_9578399,307041717,4887467,9578397,4690930,0.0152778262375337,0.597560975609756,0.653061224489796,0.659663865546218,0.701680672268908,0.673913043478261,0.966101694915254,0.618257261410788,0.670833333333333,0.645833333333333,0.6625,0.682203389830508,0.699588477366255,0.604166666666667,0.768558951965066,0.663900414937759,0.663865546218487,0.564315352697095,0.646808510638298,0.729257641921397,299,246,0.822742474916388,CML322,TRUE,4.69093,TRUE,TRUE
1,CML228,B73 NIL-1143,CML228/B73 NIL-1143,279842294,279842334,294984526,294984546,S1_279842294,S1_279842334,S1_294984526,S1_294984546,307041717,279842314,294984536,15142222,0.0493164972758409,0.677966101694915,0.690997566909976,0.639798488664987,0.980440097799511,0.71990171990172,0.648578811369509,0.648514851485149,0.68671679197995,0.686274509803922,0.631067961165049,0.694376528117359,0.657831325301205,0.675675675675676,0.6925,0.681159420289855,0.652173913043478,0.672330097087379,0.690997566909976,0.695187165775401,518,418,0.806949806949807,CML247,FALSE,15.142222,FALSE,TRUE
1,CML333,B73 NIL-1104,CML333/B73 NIL-1104,19569055,19596468,24417904,24417953,S1_19569055,S1_19596468,S1_24417904,S1_24417953,307041717,19582761.5,24417928.5,4835167,0.0157475897648136,0.7,0.565573770491803,0.60655737704918,0.560975609756098,0.524590163934426,0.53781512605042,0.821138211382114,0.616,0.588709677419355,0.553719008264463,0.593220338983051,0.548387096774194,0.523809523809524,0.592,0.611111111111111,0.559322033898305,0.516129032258065,0.571428571428571,0.663793103448276,137,126,0.91970802919708,CML333,TRUE,4.835167,FALSE,TRUE
1,Oh43,B73 NIL-1100,Oh43/B73 NIL-1100,6293491,6293523,33618722,33618729,S1_6293491,S1_6293523,S1_33618722,S1_33618729,307041717,6293507,33618725.5,27325218.5,0.0889951331922756,0.678066037735849,0.602125147579693,0.567146282973621,0.596618357487923,0.600961538461538,0.561712846347607,0.607442977190876,0.584323040380047,0.587813620071685,0.591715976331361,0.582216808769793,0.587188612099644,0.626045400238949,0.587871287128713,0.600475624256837,0.602189781021898,0.784290738569754,0.58983451536643,0.580025608194622,1019,861,0.844946025515211,NA,NA,27.3252185,FALSE,TRUE
1,M162W,B73 NIL-1013,M162W/B73 NIL-1013,232175243,232177590,249377649,249400194,S1_232175243,S1_232177590,S1_249377649,S1_249400194,307041717,232176416.5,249388921.5,17212505,0.0560591738744087,0.703333333333333,0.696369636963696,0.67109634551495,0.651006711409396,0.716171617161716,0.73021582733813,0.686666666666667,0.719063545150502,0.708474576271186,0.66006600660066,0.725165562913907,0.99009900990099,0.672185430463576,0.679310344827586,0.649006622516556,0.704318936877076,0.681967213114754,0.671052631578947,0.695970695970696,368,305,0.828804347826087,M162W,TRUE,17.212505,TRUE,TRUE
1,Mo18W,B73 NIL-1013A,Mo18W/B73 NIL-1013A,36158557,36393917,36487886,36487907,S1_36158557,S1_36393917,S1_36487886,S1_36487907,307041717,36276237,36487896.5,211659.5,0.000689350952268157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0.2116595,TRUE,FALSE
1,CML103,B73 NIL-1129,CML103/B73 NIL-1129,229814460,229830682,250097682,250097697,S1_229814460,S1_229830682,S1_250097682,S1_250097697,307041717,229822571,250097689.5,20275118.5,0.0660337582075207,0.61890243902439,0.990990990990991,0.616564417177914,0.585365853658537,0.63030303030303,0.684210526315789,0.634969325153374,0.604294478527607,0.628048780487805,0.633333333333333,0.666666666666667,0.629283489096573,0.634441087613293,0.634375,0.682098765432099,0.710365853658537,0.651515151515151,0.673716012084592,0.640138408304498,436,333,0.763761467889908,CML103,TRUE,20.2751185,TRUE,TRUE
1,CML247,B73 NIL-1015,CML247/B73 NIL-1015,180292297,180292302,267906632,267906633,S1_180292297,S1_180292302,S1_267906632,S1_267906633,307041717,180292299.5,267906632.5,87614333,0.28534993178142,0.672274562584118,0.668690958164642,0.69039391845197,0.681724845995893,0.680880330123796,0.681954887218045,0.665297741273101,0.626547455295736,0.675656984785616,0.644656228727025,0.690834473324213,0.667815299793246,0.64969450101833,0.654145995747697,0.662758620689655,0.662968099861304,0.675202156334232,0.655428186109238,0.665171898355755,1877,1502,0.800213106020245,NA,NA,87.614333,FALSE,TRUE
1,CML228,B73 NIL-1117A,CML228/B73 NIL-1117A,239181198,239383336,255292035,255296445,S1_239181198,S1_239383336,S1_255292035,S1_255296445,307041717,239282267,255294240,16011973,0.0521491775008541,0.7,0.707112970711297,0.899159663865546,0.766666666666667,0.71063829787234,0.747787610619469,0.691983122362869,0.711206896551724,0.723684210526316,0.720833333333333,0.708695652173913,0.762931034482759,0.616666666666667,0.654708520179372,0.632034632034632,0.69327731092437,0.625531914893617,0.665254237288136,0.680952380952381,322,241,0.748447204968944,CML228,TRUE,16.011973,FALSE,TRUE
1,CML103,B73 NIL-1003A,CML103/B73 NIL-1003A,292043396,292043634,304252045,304252046,S1_292043396,S1_292043634,S1_304252045,S1_304252046,307041717,292043515,304252045.5,12208530.5,0.0397617972544102,0.62280701754386,0.95906432748538,0.679640718562874,0.661442006269592,0.664705882352941,0.690322580645161,0.644376899696049,0.654545454545455,0.658610271903323,0.693452380952381,0.673652694610778,0.659638554216867,0.69047619047619,0.658610271903323,0.65,0.678787878787879,0.694610778443114,0.651651651651652,0.666666666666667,496,344,0.693548387096774,CML103,TRUE,12.2085305,TRUE,TRUE
1,CML247,B73 NIL-1206,CML247/B73 NIL-1206,10105748,10147468,12770625,12850617,S1_10105748,S1_10147468,S1_12770625,S1_12850617,307041717,10126608,12810621,2684013,0.00874152550417115,0.588709677419355,0.778688524590164,0.617886178861789,0.573770491803279,0.935483870967742,0.612612612612613,0.601626016260163,0.688524590163934,0.616666666666667,0.653225806451613,0.666666666666667,0.658536585365854,0.639344262295082,0.678260869565217,0.7,0.666666666666667,0.650406504065041,0.644628099173554,0.686440677966102,142,124,0.873239436619718,CML277,FALSE,2.684013,FALSE,TRUE
1,CML277,B73 NIL-1283,CML277/B73 NIL-1283,246179564,246355766,259066527,259325537,S1_246179564,S1_246355766,S1_259066527,S1_259325537,307041717,246267665,259196032,12928367,0.0421062229794657,0.742857142857143,0.661764705882353,0.665024630541872,0.741626794258373,0.956937799043062,0.711340206185567,0.714975845410628,0.734299516908213,0.737623762376238,0.769230769230769,0.671641791044776,0.651515151515151,0.70952380952381,0.705583756345178,0.633663366336634,0.711538461538462,0.651960784313726,0.721153846153846,0.646067415730337,275,211,0.767272727272727,CML277,TRUE,12.928367,TRUE,TRUE
1,CML333,B73 NIL-1003,CML333/B73 NIL-1003,300790174,300790175,300853110,300853136,S1_300790174,S1_300790175,S1_300853110,S1_300853136,307041717,300790174.5,300853123,62948.5,0.000205016115122884,0.363636363636364,0.5,0.5,0.416666666666667,0.363636363636364,0.333333333333333,0.583333333333333,0.3,0.416666666666667,0.25,0.333333333333333,0.166666666666667,0.333333333333333,0.25,0.333333333333333,0.5,0.333333333333333,0.25,0.333333333333333,14,12,0.857142857142857,NA,NA,0.0629485,FALSE,FALSE
1,CML52,B73 NIL-1233,CML52/B73 NIL-1233,183885705,184115289,225783660,225833674,S1_183885705,S1_184115289,S1_225783660,S1_225833674,307041717,184000497,225808667,41808170,0.136164461326276,0.642735042735043,0.649395509499136,0.717352415026834,0.746503496503496,0.72020725388601,0.666666666666667,0.731958762886598,0.750439367311072,0.713541666666667,0.709059233449477,0.71875,0.660839160839161,0.652249134948097,0.684859154929577,0.70979020979021,0.736749116607774,0.6280276816609,0.693631669535284,0.691011235955056,844,591,0.700236966824645,NA,NA,41.80817,FALSE,TRUE
1,CML228,B73 NIL-1138,CML228/B73 NIL-1138,279842294,279842334,294984526,294984546,S1_279842294,S1_279842334,S1_294984526,S1_294984546,307041717,279842314,294984536,15142222,0.0493164972758409,0.679012345679012,0.705159705159705,0.641752577319588,0.9825,0.739348370927318,0.658792650918635,0.661654135338346,0.693877551020408,0.68922305764411,0.650990099009901,0.701492537313433,0.660098522167488,0.691729323308271,0.702564102564103,0.693827160493827,0.657068062827225,0.678132678132678,0.694789081885856,0.701369863013699,518,410,0.791505791505791,CML247,FALSE,15.142222,FALSE,TRUE
1,Ki11,B73 NIL-1169,Ki11/B73 NIL-1169,185478771,185478822,200664001,200687650,S1_185478771,S1_185478822,S1_200664001,S1_200687650,307041717,185478796.5,200675825.5,15197029,0.0494949974501348,0.606060606060606,0.67704280155642,0.733067729083665,0.780392156862745,0.629343629343629,0.6,0.697761194029851,0.677290836653386,0.697674418604651,0.686274509803922,0.996212121212121,0.644787644787645,0.632183908045977,0.656126482213439,0.647058823529412,0.653992395437262,0.629770992366412,0.725563909774436,0.665254237288136,356,270,0.758426966292135,Ki11,TRUE,15.197029,FALSE,TRUE
1,NC350,B73 NIL-1068,NC350/B73 NIL-1068,6079049,6079054,6154172,6237252,S1_6079049,S1_6079054,S1_6154172,S1_6237252,307041717,6079051.5,6195712,116660.5,0.000379949998781436,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,B73,FALSE,0.1166605,FALSE,FALSE
1,Oh43,B73 NIL-1306,Oh43/B73 NIL-1306,269340542,269343579,279925507,279947350,S1_269340542,S1_269343579,S1_279925507,S1_279947350,307041717,269342060.5,279936428.5,10594368,0.0345046533204477,0.759090909090909,0.657407407407407,0.697674418604651,0.689320388349515,0.642857142857143,0.730769230769231,0.708333333333333,0.703703703703704,0.663551401869159,0.695454545454545,0.619512195121951,0.704545454545455,0.598130841121495,0.701421800947867,0.714285714285714,0.697674418604651,0.735159817351598,0.95,0.694736842105263,259,221,0.853281853281853,Tx303,FALSE,10.594368,FALSE,TRUE
1,CML277,B73 NIL-1296,CML277/B73 NIL-1296,234441309,234476289,238132393,238132419,S1_234441309,S1_234476289,S1_238132393,S1_238132419,307041717,234458799,238132406,3673607,0.0119645207690133,0.552238805970149,0.477611940298507,0.716417910447761,0.692307692307692,0.940298507462687,0.637931034482759,0.686567164179104,0.692307692307692,0.582089552238806,0.671641791044776,0.656716417910448,0.626865671641791,0.716417910447761,0.584615384615385,0.676923076923077,0.696969696969697,0.582089552238806,0.716417910447761,0.678571428571429,75,67,0.893333333333333,CML277,TRUE,3.673607,TRUE,TRUE
1,Tx303,B73 NIL-1080,Tx303/B73 NIL-1080,35303170,35374105,39218043,39218069,S1_35303170,S1_35374105,S1_39218043,S1_39218069,307041717,35338637.5,39218056,3879418.5,0.0126348254494682,0.73134328358209,0.742424242424242,0.611940298507463,0.615384615384615,0.656716417910448,0.62962962962963,0.776119402985075,0.545454545454545,0.651515151515151,0.656716417910448,0.701492537313433,0.707692307692308,0.656716417910448,0.727272727272727,0.737704918032787,0.84375,0.567164179104478,0.818181818181818,0.777777777777778,71,67,0.943661971830986,NC358,FALSE,3.8794185,FALSE,TRUE
1,CML103,B73 NIL-1012,CML103/B73 NIL-1012,283558269,283563008,285707783,285707793,S1_283558269,S1_283563008,S1_285707783,S1_285707793,307041717,283560638.5,285707788,2147149.5,0.00699302205895364,0.693548387096774,0.967741935483871,0.758064516129032,0.770491803278688,0.580645161290323,0.775862068965517,0.721311475409836,0.774193548387097,0.661290322580645,0.580645161290323,0.733333333333333,0.639344262295082,0.741935483870968,0.696428571428571,0.806451612903226,0.728813559322034,0.645161290322581,0.741935483870968,0.568627450980392,78,62,0.794871794871795,CML103,TRUE,2.1471495,TRUE,TRUE
1,CML52,B73 NIL-1167,CML52/B73 NIL-1167,5120521,5120527,12547664,12551242,S1_5120521,S1_5120527,S1_12547664,S1_12551242,307041717,5120524,12549453,7428929,0.0241951780122439,0.628318584070796,0.653846153846154,0.626506024096386,0.682779456193353,0.64741641337386,0.643312101910828,0.645454545454546,0.657657657657658,0.683734939759036,0.646884272997033,0.628834355828221,0.606508875739645,0.654761904761905,0.637770897832817,0.622754491017964,0.683734939759036,0.769230769230769,0.637724550898204,0.65615141955836,423,339,0.801418439716312,NA,NA,7.428929,FALSE,TRUE
1,Mo18W,B73 NIL-1109,Mo18W/B73 NIL-1109,85173868,85232765,97108186,97108218,S1_85173868,S1_85232765,S1_97108186,S1_97108218,307041717,85203316.5,97108202,11904885.5,0.038772859975897,0.694736842105263,0.630434782608696,0.634408602150538,0.6875,0.639175257731959,0.629213483146067,0.67741935483871,0.663157894736842,0.74468085106383,0.635416666666667,0.659574468085106,0.67032967032967,0.74468085106383,0.957894736842105,0.695652173913043,0.666666666666667,0.765957446808511,0.705263157894737,0.67816091954023,121,100,0.826446280991736,Mo18W,TRUE,11.9048855,TRUE,TRUE
1,Ki3,B73 NIL-1016,Ki3/B73 NIL-1016,12711100,12711102,17807437,17945284,S1_12711100,S1_12711102,S1_17807437,S1_17945284,307041717,12711101,17876360.5,5165259.5,0.0168226635470515,0.60431654676259,0.551470588235294,0.6,0.617647058823529,0.569230769230769,0.587786259541985,0.607407407407407,0.579710144927536,0.617647058823529,0.963768115942029,0.603053435114504,0.683453237410072,0.587786259541985,0.697674418604651,0.598540145985402,0.575757575757576,0.605839416058394,0.580882352941177,0.552,170,140,0.823529411764706,Ki3,TRUE,5.1652595,TRUE,TRUE
1,Mo18W,B73 NIL-1115,Mo18W/B73 NIL-1115,22842727,22843229,33995760,33996547,S1_22842727,S1_22843229,S1_33995760,S1_33996547,307041717,22842978,33996153.5,11153175.5,0.0363246258813749,0.625984251968504,0.674509803921569,0.620553359683794,0.692622950819672,0.71484375,0.692307692307692,0.735177865612648,0.716,0.635294117647059,0.650793650793651,0.641129032258065,0.959349593495935,0.5390625,0.975,0.656,0.621951219512195,0.582677165354331,0.649606299212598,0.640909090909091,342,259,0.757309941520468,Mo18W,TRUE,11.1531755,TRUE,TRUE
1,CML103,B73 NIL-1217,CML103/B73 NIL-1217,288761557,288966894,288969209,288969220,S1_288761557,S1_288966894,S1_288969209,S1_288969220,307041717,288864225.5,288969214.5,104989,0.000341937248872276,0.75,0.5,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.25,0.5,4,4,1,NA,NA,0.104989,FALSE,FALSE
1,CML333,B73 NIL-1119B,CML333/B73 NIL-1119B,227715076,227864917,231646098,231646106,S1_227715076,S1_227864917,S1_231646098,S1_231646106,307041717,227789996.5,231646102,3856105.5,0.0125588976562426,0.666666666666667,0.657534246575342,0.536231884057971,0.591549295774648,0.614285714285714,0.646153846153846,0.565217391304348,0.611111111111111,0.575757575757576,0.628571428571429,0.736111111111111,0.633802816901408,0.573529411764706,0.575757575757576,0.52112676056338,0.623188405797101,0.638888888888889,0.507042253521127,0.560606060606061,93,73,0.78494623655914,NA,NA,3.8561055,TRUE,TRUE
1,CML277,B73 NIL-1041B,CML277/B73 NIL-1041B,119835760,119836008,120683636,120880650,S1_119835760,S1_119836008,S1_120683636,S1_120880650,307041717,119835884,120782143,946259,0.00308185809161561,0.6,0.4,0.4,0.4,0.6,0.6,0.6,0.8,0.4,0.4,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.8,0.4,5,5,1,NA,NA,0.946259,TRUE,FALSE
1,CML103,B73 NIL-1220,CML103/B73 NIL-1220,221997089,222264469,307041717,307041717,S1_221997089,S1_222264469,END,END,307041717,222130779,307041717,84910938,0.27654528130456,0.678795483061481,0.636017755231452,0.676165803108808,0.658457550226831,0.673508659397049,0.67728813559322,0.64951768488746,0.668152866242038,0.666026871401152,0.64907819453274,0.683098591549296,0.664331210191083,0.637690355329949,0.678641410842587,0.636999364272092,0.673495518565941,0.657035175879397,0.638162093171666,0.904401650618982,2201,1610,0.731485688323489,Tzi8,FALSE,84.910938,FALSE,TRUE
1,Mo18W,B73 NIL-1116A,Mo18W/B73 NIL-1116A,7496424,7567852,11136760,11136765,S1_7496424,S1_7567852,S1_11136760,S1_11136765,307041717,7532138,11136762.5,3604624.5,0.0117398526012021,0.517985611510791,0.633093525179856,0.575757575757576,0.585185185185185,0.588235294117647,0.601626016260163,0.686567164179104,0.635036496350365,0.686567164179104,0.597122302158273,0.58695652173913,0.58695652173913,0.551470588235294,0.984962406015038,0.700729927007299,0.706766917293233,0.575539568345324,0.474074074074074,0.582089552238806,153,139,0.908496732026144,Mo18W,TRUE,3.6046245,TRUE,TRUE
1,CML228,B73 NIL-1085,CML228/B73 NIL-1085,239181198,239383336,255296496,255303790,S1_239181198,S1_239383336,S1_255296496,S1_255303790,307041717,239282267,255300143,16017876,0.0521684029014207,0.705394190871369,0.690082644628099,0.884297520661157,0.732510288065844,0.710084033613445,0.75,0.707112970711297,0.683760683760684,0.706382978723404,0.721311475409836,0.67948717948718,0.74468085106383,0.631147540983607,0.637554585152838,0.621276595744681,0.697095435684647,0.640167364016736,0.679166666666667,0.696261682242991,324,244,0.753086419753086,CML228,TRUE,16.017876,FALSE,TRUE
1,Tzi8,B73 NIL-1215,Tzi8/B73 NIL-1215,262565972,262566628,275706626,275707415,S1_262565972,S1_262566628,S1_275706626,S1_275707415,307041717,262566300,275707020.5,13140720.5,0.0427978342109128,0.593220338983051,0.625,0.665198237885463,0.6,0.639830508474576,0.701834862385321,0.646551724137931,0.588983050847458,0.646808510638298,0.552742616033755,0.662447257383966,0.595744680851064,0.567226890756303,0.670995670995671,0.607594936708861,0.65546218487395,0.643153526970954,0.604166666666667,0.886363636363636,282,241,0.854609929078014,Tzi8,TRUE,13.1407205,TRUE,TRUE
1,M162W,B73 NIL-1058,M162W/B73 NIL-1058,300790182,300790222,307041717,307041717,S1_300790182,S1_300790222,END,END,307041717,300790202,307041717,6251515,0.0203604743390619,0.682926829268293,0.632352941176471,0.653465346534653,0.649746192893401,0.679802955665025,0.747191011235955,0.62,0.653266331658292,0.596059113300493,0.656716417910448,0.656716417910448,0.97029702970297,0.633663366336634,0.681818181818182,0.599009900990099,0.607843137254902,0.735294117647059,0.608040201005025,0.622950819672131,245,206,0.840816326530612,M162W,TRUE,6.251515,TRUE,TRUE
1,Tx303,B73 NIL-1073,Tx303/B73 NIL-1073,299196403,299200084,302543763,302543816,S1_299196403,S1_299200084,S1_302543763,S1_302543816,307041717,299198243.5,302543789.5,3345546,0.0108960633515478,0.641221374045801,0.606060606060606,0.72,0.658536585365854,0.725190839694656,0.666666666666667,0.658730158730159,0.689922480620155,0.69047619047619,0.702290076335878,0.669291338582677,0.635658914728682,0.99236641221374,0.640625,0.613636363636364,0.580152671755725,0.628787878787879,0.628787878787879,0.666666666666667,146,132,0.904109589041096,Mo17,FALSE,3.345546,FALSE,TRUE
